time	X	Gly	EA	Ace13	Ace12	EtOH13	EtOH12	Ammo
3	0.03811	35.5508906898622	17.0189762754714	0.162761061405117	0.305803479812756	0.206584350834458	0.110865228868328	0.342439206372568
4	0.05439							
5	0.07881	30.3507143354984	14.481784797027	0.274290662056164	0.44907558178242	0.438883404040757	0.140938996488326	0.660496104298812
6	0.12358	26.2277681856092	12.5121515073831	0.36053939782126	0.540556841362054	0.655127092827159	0.147551570578056	0.745839943085107
7	0.19092	24.9687602531829	11.9918159769021	0.517350198645864	0.69730921675943	1.082086266361	0.160984597969677	0.818218507036947
8	0.30636	21.3397491302231	10.1671975324113	0.800414376594351	1.01714182683459	1.85283823583566	0.223141054790913	0.806383155426388
9	0.4477	17.9116829910547	8.34001378220728	1.08503883650431	1.24076145895227	2.9904781176741	0.288801353485173	1.04459977747127
10	0.6031	12.7442532287521	5.27178751777653	1.50486718991957	1.59266725312219	4.53655298684953	0.452850055567041	1.97442083908522
