time	X	Gly	EA	Ace13	Ace12	EtOH13	EtOH12	Ammo
3	0.04255	33.5083485355981	16.0389604443312	0.159704539308734	0.290231612533303	0.213294782034321	0.102938966926569	0.439380832550989
4	0.06216	33.4846320769437	15.9363265674602	0.220015524512443	0.426340122989373	0.351017471570711	0.143841942828759	0.653401010222812
5	0.08954	31.0234267528951	14.7923650221953	0.288812860698677	0.498777435663267	0.534123364838956	0.151607797982865	0.739024206357447
6	0.14282	28.3261888263063	13.5420604449413	0.414774639410853	0.676746007290201	0.90517595378162	0.183573366927554	0.789233754306559
7	0.21608	23.7117983236753	11.3519315964552	0.55256252354106	0.765533335685472	1.31515104044386	0.164039123654685	0.73755272095038
8	0.34336	20.3083759155554	9.66604852231885	0.814973751480418	0.952544565678529	2.18386336715041	0.225868928153342	0.869969834580092
9	0.5032	16.3277512503141	7.41766078552987	1.15876250612465	1.27441866537999	3.60360701173379	0.342324893767392	1.1885058538658
10	0.6845	10.33948049076	3.56536586346068	1.57538658767549	1.62256260638611	5.15397162055573	0.502348730006387	2.67887360617371
